type,lat,lon,tags,lighting_level,police_near,cctv_count,crime_reports,safety_score,street_name,area_name
street_lamp,12.9801654,77.6388141,{'highway': 'street_lamp'},10,0,0,1,0.64,10th Cross Road,Bengaluru
street_lamp,12.9806689,77.6387931,{'highway': 'street_lamp'},10,0,0,2,0.58,10th Cross Road,Bengaluru
street_lamp,12.9810214,77.6387894,{'highway': 'street_lamp'},10,0,0,0,0.7,10th Cross Road,Bengaluru
street_lamp,12.9820092,77.6387098,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,0,0.7,"9th Cross Rd, 2nd Stage, Indira Nagar II Stage, Hoysala Nagar, Indiranagar",Bangalore
street_lamp,12.9783795,77.6376955,{'highway': 'street_lamp'},10,0,0,1,0.64,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9790061,77.6379356,"{'highway': 'street_lamp', 'lamp_type': 'led', 'support': 'pole', 'visibility': 'clear'}",10,0,0,3,0.52,12th Cross,Bengaluru
street_lamp,12.9792338,77.6379318,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,1,0.64,12th Cross,Bengaluru
street_lamp,12.9795527,77.6379141,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,2,0.58,12th Cross,Bengaluru
street_lamp,12.9806272,77.6370878,{'highway': 'street_lamp'},10,0,0,0,0.7,Indiranagar Double Road,Bangalore
street_lamp,12.9813399,77.6373267,{'highway': 'street_lamp'},10,0,0,2,0.58,Indiranagar Double Road,Bengaluru
street_lamp,12.9801922,77.6371378,{'highway': 'street_lamp'},10,0,0,4,0.46,,Bengaluru
street_lamp,12.9804197,77.6356403,{'highway': 'street_lamp'},10,0,0,2,0.58,15th Cross,Bengaluru
street_lamp,12.9804289,77.6370336,{'highway': 'street_lamp'},10,0,0,3,0.52,,Bengaluru
street_lamp,12.9804536,77.635432,{'highway': 'street_lamp'},10,0,0,1,0.64,5th Main Road,Bengaluru
street_lamp,12.9804442,77.6372108,{'highway': 'street_lamp'},10,0,0,1,0.64,,Bengaluru
street_lamp,12.9804893,77.6352121,{'highway': 'street_lamp'},10,0,0,4,0.46,16th Cross,Bengaluru
street_lamp,12.9805208,77.6350186,{'highway': 'street_lamp'},10,0,0,1,0.64,17th Cross,Bengaluru
street_lamp,12.9805143,77.6366166,{'highway': 'street_lamp'},10,0,0,0,0.7,13th cross,Bengaluru
street_lamp,12.9805498,77.6348403,{'highway': 'street_lamp'},10,0,0,1,0.64,,Bengaluru
street_lamp,12.9806097,77.6363185,{'highway': 'street_lamp'},10,0,0,3,0.52,4th Main,Bengaluru
street_lamp,12.9806524,77.6360787,{'highway': 'street_lamp'},10,0,0,3,0.52,4th Main,Bengaluru
street_lamp,12.9807113,77.6357743,{'highway': 'street_lamp'},10,0,0,3,0.52,4th Main,Bengaluru
street_lamp,12.9807357,77.6352552,{'highway': 'street_lamp'},10,0,0,0,0.7,16th Cross,Bengaluru
street_lamp,12.9807763,77.6366708,{'highway': 'street_lamp'},10,0,0,2,0.58,13th Cross,Bangalore
street_lamp,12.9807926,77.6348882,{'highway': 'street_lamp'},10,0,0,0,0.7,4th Main Road,Bengaluru
street_lamp,12.9808546,77.6371587,{'highway': 'street_lamp'},10,0,0,1,0.64,Indiranagar Double Road,Bengaluru
street_lamp,12.9809368,77.6352843,{'highway': 'street_lamp'},10,0,0,4,0.46,16th Cross,Bengaluru
street_lamp,12.9809795,77.6363351,{'highway': 'street_lamp'},10,0,0,3,0.52,3rd A Main,Bengaluru
street_lamp,12.9810018,77.6372129,{'highway': 'street_lamp'},10,0,0,4,0.46,Indiranagar Double Road,Bengaluru
street_lamp,12.981014,77.6361287,{'highway': 'street_lamp'},10,0,0,4,0.46,3rd A Main,Bengaluru
street_lamp,12.9810455,77.6367448,{'highway': 'street_lamp'},10,0,0,2,0.58,13th Cross Road,Bengaluru
street_lamp,12.9810496,77.6349247,{'highway': 'street_lamp'},10,0,0,1,0.64,17th Cross,Bengaluru
street_lamp,12.9810628,77.6358556,{'highway': 'street_lamp'},10,0,0,4,0.46,3rd A Main Road,Bengaluru
street_lamp,12.9811156,77.6353302,{'highway': 'street_lamp'},10,0,0,0,0.7,16th Cross,Bengaluru
street_lamp,12.9811522,77.6372546,{'highway': 'street_lamp'},10,0,0,4,0.46,2nd Main,Bengaluru
street_lamp,12.9812903,77.6353719,{'highway': 'street_lamp'},10,0,0,2,0.58,16th Cross,Bengaluru
street_lamp,12.9812921,77.6368007,{'highway': 'street_lamp'},10,0,0,4,0.46,2nd Main Road,Bengaluru
street_lamp,12.981336,77.634982,{'highway': 'street_lamp'},10,0,0,0,0.7,17th Cross,Bengaluru
street_lamp,12.9813657,77.6363506,{'highway': 'street_lamp'},10,0,0,2,0.58,2nd Main Road,Bengaluru
street_lamp,12.9814292,77.6359626,{'highway': 'street_lamp'},10,0,0,0,0.7,15th Cross Road,Bengaluru
street_lamp,12.9814762,77.6356749,{'highway': 'street_lamp'},10,0,0,1,0.64,2nd Main Road,Bengaluru
street_lamp,12.9815103,77.6354669,{'highway': 'street_lamp'},10,0,0,2,0.58,,
street_lamp,12.9815768,77.6350602,{'highway': 'street_lamp'},10,0,0,1,0.64,,
street_lamp,12.9816835,77.6374147,{'highway': 'street_lamp'},10,0,0,4,0.46,,Bengaluru
street_lamp,12.9818958,77.6375913,{'highway': 'street_lamp'},10,0,0,2,0.58,,Bengaluru
street_lamp,12.9819595,77.6374805,{'highway': 'street_lamp'},10,0,0,4,0.46,12th Cross,Bengaluru
street_lamp,12.9821863,77.6374735,{'highway': 'street_lamp'},10,0,0,4,0.46,,Bengaluru
street_lamp,12.9825701,77.6348628,{'highway': 'street_lamp'},10,0,0,4,0.46,Swamy Vivekananda Road,Bengaluru
street_lamp,12.982669,77.6362254,{'highway': 'street_lamp'},10,0,0,4,0.46,Swamy Vivekananda Road,Bengaluru
street_lamp,12.9827186,77.6356166,{'highway': 'street_lamp'},10,0,0,4,0.46,Swamy Vivekananda Road,Bengaluru
street_lamp,12.9827584,77.6367257,{'highway': 'street_lamp'},10,0,0,1,0.64,,Bengaluru
street_lamp,12.982917,77.6372956,{'highway': 'street_lamp'},10,0,0,2,0.58,,Bengaluru
street_lamp,12.9781385,77.6349594,{'highway': 'street_lamp'},10,0,0,0,0.7,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9782844,77.6351479,"{'highway': 'street_lamp', 'lamp_mount': 'straight_mast'}",10,0,0,1,0.64,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9782803,77.6348069,{'highway': 'street_lamp'},10,0,0,1,0.64,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9788475,77.6349094,{'highway': 'street_lamp'},10,0,0,0,0.7,16th Cross,Bengaluru
street_lamp,12.9790741,77.6349515,{'highway': 'street_lamp'},10,0,0,3,0.52,16th Cross Road,Bengaluru
street_lamp,12.9795022,77.6350247,{'highway': 'street_lamp'},10,0,0,1,0.64,16th Cross Road,Bengaluru
street_lamp,12.9797733,77.6350613,{'highway': 'street_lamp'},10,0,0,4,0.46,,Bengaluru
street_lamp,12.9800373,77.6351254,{'highway': 'street_lamp'},10,0,0,1,0.64,,Bengaluru
street_lamp,12.9803037,77.6351771,{'highway': 'street_lamp'},10,0,0,0,0.7,5th Main Road,Bengaluru
street_lamp,12.9804044,77.6352501,{'highway': 'street_lamp'},10,0,0,0,0.7,5th Main Road,Bengaluru
street_lamp,12.9790523,77.6372758,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,3,0.52,12th A Cross,Bengaluru
street_lamp,12.9792681,77.6372669,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'partially_obstructed'}",10,0,0,1,0.64,12th A Cross,Bengaluru
street_lamp,12.9802396,77.638331,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,2,0.58,,Bengaluru
street_lamp,12.9780767,77.6333943,{'highway': 'street_lamp'},10,0,0,3,0.52,"Chinmaya Mission Hospital Road, Eshwara Layout, Indiranagar",Bengaluru
street_lamp,12.9780868,77.6335198,{'highway': 'street_lamp'},10,0,0,1,0.64,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9780895,77.6336835,{'highway': 'street_lamp'},10,0,0,2,0.58,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9780904,77.6340734,{'highway': 'street_lamp'},10,0,0,1,0.64,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9782477,77.6339655,{'highway': 'street_lamp'},10,0,0,3,0.52,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9782634,77.6342968,{'highway': 'street_lamp'},10,0,0,1,0.64,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9782723,77.6345723,{'highway': 'street_lamp'},10,0,0,3,0.52,"Chinmaya Mission Hospital Main Road, 2nd Stage, Indranagar",Bangalore
street_lamp,12.9805663,77.6383528,{'highway': 'street_lamp'},10,0,0,1,0.64,11th Cross Road,Bengaluru
street_lamp,12.9808919,77.6383393,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,1,0.64,11th Cross Road,Bengaluru
street_lamp,12.9813452,77.6383173,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,4,0.46,11th Cross Road,Bengaluru
street_lamp,12.9816834,77.638292,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'partially_obstructed'}",10,0,0,0,0.7,11th Cross Road,Bengaluru
street_lamp,12.9819901,77.6382683,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'partially-obstructed'}",10,0,0,2,0.58,11th Cross Road,Bengaluru
street_lamp,12.9827066,77.6381879,{'highway': 'street_lamp'},10,0,0,1,0.64,,Bengaluru
street_lamp,12.98282,77.6382254,{'highway': 'street_lamp'},10,0,0,2,0.58,,Bengaluru
street_lamp,12.9831016,77.6381499,{'highway': 'street_lamp'},10,0,0,1,0.64,Swamy Vivekananda Road,Bengaluru
street_lamp,12.9831478,77.6382447,{'highway': 'street_lamp'},10,0,0,2,0.58,Swamy Vivekananda Road,Bengaluru
street_lamp,12.9798842,77.6397438,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,4,0.46,5th Main Road,Bengaluru
street_lamp,12.9799986,77.6401878,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'visibility': 'clear'}",10,0,0,4,0.46,5th Main Road,Bengaluru
street_lamp,12.9800157,77.6396953,{'highway': 'street_lamp'},10,0,0,1,0.64,5th Main Road,Bengaluru
street_lamp,12.9804141,77.6401905,"{'highway': 'street_lamp', 'lamp_type': 'sodium', 'support': 'pole'}",10,0,0,1,0.64,,Bengaluru
street_lamp,12.9806521,77.6401986,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,1,0.64,,Bengaluru
street_lamp,12.9781436,77.6356056,"{'highway': 'street_lamp', 'lamp_mount': 'straight_mast'}",10,0,0,3,0.52,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9781471,77.6358545,"{'highway': 'street_lamp', 'lamp_mount': 'straight_mast'}",10,0,0,1,0.64,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9781575,77.6361104,"{'highway': 'street_lamp', 'lamp_mount': 'straight_mast'}",10,0,0,2,0.58,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9781661,77.6363344,"{'highway': 'street_lamp', 'lamp_mount': 'straight_mast'}",10,0,0,2,0.58,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9781679,77.6365903,"{'highway': 'street_lamp', 'lamp_mount': 'straight_mast'}",10,0,0,1,0.64,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9783012,77.6354137,"{'highway': 'street_lamp', 'lamp_mount': 'straight_mast'}",10,0,0,4,0.46,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9783116,77.6365459,"{'highway': 'street_lamp', 'lamp_mount': 'straight_mast'}",10,0,0,0,0.7,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9783133,77.6357709,"{'highway': 'street_lamp', 'lamp_mount': 'straight_mast'}",10,0,0,0,0.7,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9783151,77.6362935,"{'highway': 'street_lamp', 'lamp_mount': 'straight_mast'}",10,0,0,0,0.7,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9783237,77.6360056,"{'highway': 'street_lamp', 'lamp_mount': 'straight_mast'}",10,0,0,4,0.46,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9783324,77.6367219,"{'highway': 'street_lamp', 'lamp_mount': 'high_mast', 'lamp_type': 'led', 'visibility': 'clear'}",10,0,0,3,0.52,Indiranagar Double Road,Bengaluru
street_lamp,12.9790033,77.6387753,{'highway': 'street_lamp'},10,0,0,2,0.58,10th Cross Road,Bengaluru
street_lamp,12.9792034,77.6387653,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,4,0.46,10th Cross Road,Bengaluru
street_lamp,12.9794202,77.6387633,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,2,0.58,10th Cross Road,Bengaluru
street_lamp,12.9796604,77.6387513,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,0,0.7,10th Cross Road,Bengaluru
street_lamp,12.978078,77.6330244,{'highway': 'street_lamp'},10,0,0,3,0.52,17th E Cross,Bengaluru
street_lamp,12.9782257,77.6333312,{'highway': 'street_lamp'},10,0,0,0,0.7,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9782282,77.6331262,{'highway': 'street_lamp'},10,0,0,0,0.7,17th F Cross,Bengaluru
street_lamp,12.9782356,77.6335412,{'highway': 'street_lamp'},10,0,0,2,0.58,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9784229,77.6331097,{'highway': 'street_lamp'},10,0,0,3,0.52,17th F Cross,Bengaluru
street_lamp,12.9785681,77.6331988,{'highway': 'street_lamp'},10,0,0,1,0.64,7th Main Road,Bengaluru
street_lamp,12.9786239,77.6333083,{'highway': 'street_lamp'},10,0,0,2,0.58,7th Main Road,Bengaluru
street_lamp,12.9786239,77.6333834,{'highway': 'street_lamp'},10,0,0,0,0.7,7th Main Road,Bengaluru
street_lamp,12.9786313,77.6335934,{'highway': 'street_lamp'},10,0,0,3,0.52,7th Main,Bengaluru
street_lamp,12.9786462,77.6339079,{'highway': 'street_lamp'},10,0,0,3,0.52,7th Main Road,Bengaluru
street_lamp,12.9786797,77.633158,{'highway': 'street_lamp'},10,0,0,1,0.64,17th F Cross,Bengaluru
street_lamp,12.9790804,77.6332586,{'highway': 'street_lamp'},10,0,0,2,0.58,17th F Cross,Bengaluru
street_lamp,12.979356,77.6333152,{'highway': 'street_lamp'},10,0,0,3,0.52,17th F Cross,Bengaluru
street_lamp,12.9796051,77.6333854,{'highway': 'street_lamp'},10,0,0,0,0.7,17th F Cross,Bengaluru
street_lamp,12.9788092,77.6337147,{'highway': 'street_lamp'},10,0,0,2,0.58,17th B Cross Road,Bengaluru
street_lamp,12.9793145,77.6338065,{'highway': 'street_lamp'},10,0,0,0,0.7,17th B Cross Road,Bengaluru
street_lamp,12.9795116,77.6338303,{'highway': 'street_lamp'},10,0,0,0,0.7,17th B Cross Road,Bengaluru
street_lamp,12.9795729,77.6339374,{'highway': 'street_lamp'},10,0,0,2,0.58,,Bengaluru
street_lamp,12.9797469,77.633866,{'highway': 'street_lamp'},10,0,0,3,0.52,17th B Cross Road,Bengaluru
street_lamp,12.9799175,77.6338898,{'highway': 'street_lamp'},10,0,0,4,0.46,17th B Cross Road,Bengaluru
street_lamp,12.9800063,77.6335252,{'highway': 'street_lamp'},10,0,0,2,0.58,,Bengaluru
street_lamp,12.9800658,77.6340038,{'highway': 'street_lamp'},10,0,0,2,0.58,6th A Cross Street,Bengaluru
street_lamp,12.9800963,77.6339305,{'highway': 'street_lamp'},10,0,0,0,0.7,6th A Cross Street,Bengaluru
street_lamp,12.9803403,77.6336071,{'highway': 'street_lamp'},10,0,0,0,0.7,,Bengaluru
street_lamp,12.9806609,77.634094,{'highway': 'street_lamp'},10,0,0,0,0.7,5th Main Road,Bengaluru
street_lamp,12.9806659,77.6336653,{'highway': 'street_lamp'},10,0,0,3,0.52,5th Main Road,Bengaluru
street_lamp,12.9806996,77.6338715,{'highway': 'street_lamp'},10,0,0,4,0.46,5th Main Road,Bengaluru
street_lamp,12.9807911,77.6336402,{'highway': 'street_lamp'},10,0,0,0,0.7,5th Main Road,Bengaluru
street_lamp,12.9786562,77.6341409,{'highway': 'street_lamp'},10,0,0,4,0.46,7th Main Road,Bengaluru
street_lamp,12.9788773,77.634172,{'highway': 'street_lamp'},10,0,0,0,0.7,17th A Cross Road,Bengaluru
street_lamp,12.9791473,77.6342094,{'highway': 'street_lamp'},10,0,0,2,0.58,,Bengaluru
street_lamp,12.9795079,77.6342034,{'highway': 'street_lamp'},10,0,0,0,0.7,,Bengaluru
street_lamp,12.9795887,77.634516,{'highway': 'street_lamp'},10,0,0,0,0.7,6th B Main Road,Bengaluru
street_lamp,12.9800773,77.6343008,{'highway': 'street_lamp'},10,0,0,3,0.52,,Bengaluru
street_lamp,12.9800784,77.634605,{'highway': 'street_lamp'},10,0,0,3,0.52,6th A Cross Street,Bengaluru
street_lamp,12.9786669,77.6345036,{'highway': 'street_lamp'},10,0,0,3,0.52,7th Main Road,Bengaluru
street_lamp,12.9788773,77.6345257,{'highway': 'street_lamp'},10,0,0,3,0.52,"17th Cross Rd, Indira Nagar II Stage, Hoysala Nagar, Indiranagar",Bengaluru
street_lamp,12.9790761,77.6345614,{'highway': 'street_lamp'},10,0,0,4,0.46,17th Cross Road,Bengaluru
street_lamp,12.9793362,77.6346056,{'highway': 'street_lamp'},10,0,0,1,0.64,17th Cross Road,Bengaluru
street_lamp,12.9795599,77.6346464,{'highway': 'street_lamp'},10,0,0,2,0.58,5th Main Road,Bangalore
street_lamp,12.9797587,77.6346702,{'highway': 'street_lamp'},10,0,0,2,0.58,5th Main Road,Bangalore
street_lamp,12.9186189,77.5958675,{'highway': 'street_lamp'},10,0,0,1,0.64,,28th B Main Road
street_lamp,12.9188672,77.5958745,{'highway': 'street_lamp'},10,0,0,4,0.46,28th B Main Road,JMR Pasha
street_lamp,12.9446066,77.6298394,"{'highway': 'street_lamp', 'opening_hours': '22:00-05:00'}",10,0,0,2,0.58,,21st Cross Road
street_lamp,12.9445263,77.6297534,"{'highway': 'street_lamp', 'opening_hours': '22:00-05:00'}",10,0,0,2,0.58,,21st Cross Road
street_lamp,12.9445402,77.6294936,"{'highway': 'street_lamp', 'opening_hours': '22:00-05:00'}",10,0,0,1,0.64,,21st Cross Road
street_lamp,12.9448964,77.6297068,"{'highway': 'street_lamp', 'opening_hours': '22:00-05:00'}",10,0,0,3,0.52,Ejipura Main Road,Bengaluru
street_lamp,12.9451077,77.6296011,"{'highway': 'street_lamp', 'opening_hours': '22:00-05:00'}",10,0,0,1,0.64,Ejipura Main Road,Bengaluru
street_lamp,12.945319,77.6295294,"{'highway': 'street_lamp', 'opening_hours': '22:00-05:00'}",10,0,0,0,0.7,,21st A Cross
street_lamp,12.9455198,77.6294363,"{'highway': 'street_lamp', 'opening_hours': '22:00-05:00'}",10,0,0,3,0.52,,20th C Cross Road
street_lamp,12.9458707,77.6292213,"{'highway': 'street_lamp', 'opening_hours': '22:00-05:00'}",10,0,0,4,0.46,19th Cross Road,Germans Orchid
street_lamp,12.9461519,77.6290511,"{'highway': 'street_lamp', 'opening_hours': '22:00-05:00'}",10,0,0,1,0.64,Ejipura Main Road,Bengaluru
street_lamp,12.9462863,77.6289812,"{'highway': 'street_lamp', 'opening_hours': '22:00-05:00'}",10,0,0,3,0.52,Sri Rama Temple Road,Soundarya Tailor Shop
street_lamp,12.9463335,77.62894,"{'highway': 'street_lamp', 'opening_hours': '22:00-05:00'}",10,0,0,0,0.7,Sri Rama Temple Road,Soundarya Tailor Shop
street_lamp,12.945313,77.6289324,{'highway': 'street_lamp'},10,0,0,3,0.52,21st A Cross,Balaji Electricals
street_lamp,12.9457253,77.6289451,{'highway': 'street_lamp'},10,0,0,3,0.52,Sri Rama Temple Road,Hari Jewelers
street_lamp,12.9450203,77.628928,{'highway': 'street_lamp'},10,0,0,3,0.52,Sri Rama Temple Road,Karur Vysya Bank
police,12.9643591,77.5551587,"{'addr:street': 'Hosahalli Main Road', 'amenity': 'police', 'name': 'J J R Nagar Police station'}",5,1,0,0,0.8,Hosahalli Main Road,Bengaluru
street_lamp,12.9791954,77.6464019,{'highway': 'street_lamp'},10,0,0,1,0.64,80 Feet Road,Bengaluru
street_lamp,12.9791787,77.6431148,{'highway': 'street_lamp'},10,0,0,1,0.64,Sri Krishna Temple Road,Bengaluru
street_lamp,12.9792012,77.6462451,{'highway': 'street_lamp'},10,0,0,4,0.46,Sri Krishna Temple Road,Bengaluru
street_lamp,12.9791814,77.6460335,{'highway': 'street_lamp'},10,0,0,0,0.7,Sri Krishna Temple Road,Bengaluru
street_lamp,12.9791626,77.6456391,{'highway': 'street_lamp'},10,0,0,3,0.52,1st A Cross Road,CPB Complex
street_lamp,12.9790825,77.6445436,{'highway': 'street_lamp'},10,0,0,3,0.52,Sri Krishna Temple Road,Bengaluru
street_lamp,12.9791183,77.6443838,{'highway': 'street_lamp'},10,0,0,0,0.7,1st Cross Road,Bengaluru
street_lamp,12.9791208,77.6455762,{'highway': 'street_lamp'},10,0,0,2,0.58,Sri Krishna Temple Road,Bengaluru
street_lamp,12.9791313,77.6446617,{'highway': 'street_lamp'},10,0,0,4,0.46,Sri Krishna Temple Road,Bengaluru
street_lamp,12.9791365,77.6447824,{'highway': 'street_lamp'},10,0,0,1,0.64,Sri Krishna Temple Road,Bengaluru
street_lamp,12.9791552,77.6451506,{'highway': 'street_lamp'},10,0,0,4,0.46,Sri Krishna Temple Road,Bengaluru
street_lamp,12.9799883,77.6387522,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,3,0.52,"5th Main Rd, near Kairleenikethan School, Binnamangala, Stage 1, Indiranagar","Bengaluru, Karnataka"
street_lamp,12.9800085,77.6399488,{'highway': 'street_lamp'},10,0,0,0,0.7,6th Cross Road,Bengaluru
street_lamp,12.9799858,77.639056,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,4,0.46,9th Cross Road,Bengaluru
street_lamp,12.980016,77.6397803,{'highway': 'street_lamp'},10,0,0,4,0.46,5th Main Road,Bengaluru
